,SQ00015145,SQ00015143,SQ00015201,SQ00015142,SQ00015144
Nuclei_Texture_InfoMeas1_DNA_10_0,1,1,1,1,1
Nuclei_Texture_InfoMeas1_DNA_20_0,0,0,0,0,0
Nuclei_Texture_InfoMeas1_DNA_5_0,0,0,0,0,0
Nuclei_Texture_InfoMeas1_ER_10_0,0,1,0,1,0
Nuclei_Texture_InfoMeas1_ER_20_0,0,0,0,0,0
Nuclei_Texture_InfoMeas1_ER_5_0,0,0,0,0,0
Nuclei_Texture_InfoMeas1_Mito_10_0,0,0,0,0,0
Nuclei_Texture_InfoMeas1_Mito_20_0,0,0,0,0,0
Nuclei_Texture_InfoMeas1_Mito_5_0,0,0,0,0,0
Nuclei_Texture_InfoMeas1_RNA_10_0,1,1,1,1,1
Nuclei_Texture_InfoMeas1_RNA_20_0,0,0,0,0,0
Nuclei_Texture_InfoMeas1_RNA_5_0,0,0,0,0,0
Nuclei_Texture_InfoMeas2_AGP_10_0,0,0,0,0,0
Nuclei_Texture_InfoMeas2_AGP_20_0,0,0,0,0,0
Nuclei_Texture_InfoMeas2_AGP_5_0,0,0,0,0,0
Nuclei_Texture_InfoMeas2_DNA_10_0,1,1,1,1,1
Nuclei_Texture_InfoMeas2_DNA_20_0,0,0,0,0,0
Nuclei_Texture_InfoMeas2_DNA_5_0,1,1,0,1,1
Nuclei_Texture_InfoMeas2_ER_10_0,0,0,0,0,0
Nuclei_Texture_InfoMeas2_ER_20_0,0,0,0,0,0
Nuclei_Texture_InfoMeas2_ER_5_0,0,0,0,0,0
Nuclei_Texture_InfoMeas2_Mito_10_0,0,0,0,0,0
Nuclei_Texture_InfoMeas2_Mito_20_0,0,0,0,0,0
Nuclei_Texture_InfoMeas2_Mito_5_0,0,0,0,0,0
Nuclei_Texture_InfoMeas2_RNA_10_0,1,1,1,1,1
Nuclei_Texture_InfoMeas2_RNA_20_0,0,0,0,0,0
Nuclei_Texture_InfoMeas2_RNA_5_0,0,0,0,0,0
Nuclei_Texture_InverseDifferenceMoment_AGP_10_0,0,0,0,0,0
Nuclei_Texture_InverseDifferenceMoment_AGP_20_0,1,1,1,1,1
Nuclei_Texture_InverseDifferenceMoment_AGP_5_0,0,0,0,0,0
Nuclei_Texture_InverseDifferenceMoment_DNA_10_0,1,1,0,1,1
Nuclei_Texture_InverseDifferenceMoment_DNA_20_0,1,1,1,1,1
Nuclei_Texture_InverseDifferenceMoment_DNA_5_0,0,0,0,0,0
Nuclei_Texture_InverseDifferenceMoment_ER_10_0,0,0,0,0,0
Nuclei_Texture_InverseDifferenceMoment_ER_20_0,1,1,1,1,1
Nuclei_Texture_InverseDifferenceMoment_ER_5_0,1,1,0,0,0
Nuclei_Texture_InverseDifferenceMoment_Mito_10_0,0,0,0,0,0
Nuclei_Texture_InverseDifferenceMoment_Mito_20_0,1,1,1,1,1
Nuclei_Texture_InverseDifferenceMoment_Mito_5_0,1,1,1,1,1
Nuclei_Texture_InverseDifferenceMoment_RNA_10_0,1,1,1,1,1
Nuclei_Texture_InverseDifferenceMoment_RNA_20_0,1,1,1,1,1
Nuclei_Texture_InverseDifferenceMoment_RNA_5_0,0,0,0,0,0
Nuclei_Texture_SumAverage_AGP_10_0,0,0,0,0,0
Nuclei_Texture_SumAverage_AGP_20_0,0,0,0,0,0
Nuclei_Texture_SumAverage_AGP_5_0,1,1,1,1,1
Nuclei_Texture_SumAverage_DNA_10_0,1,0,0,0,1
Nuclei_Texture_SumAverage_DNA_20_0,0,1,1,1,0
Nuclei_Texture_SumAverage_DNA_5_0,0,0,0,0,0
Nuclei_Texture_SumAverage_ER_10_0,0,0,0,0,0
Nuclei_Texture_SumAverage_ER_20_0,1,1,0,1,1
Nuclei_Texture_SumAverage_ER_5_0,0,0,0,0,0
Nuclei_Texture_SumAverage_Mito_10_0,0,0,0,0,0
Nuclei_Texture_SumAverage_Mito_20_0,1,0,0,1,1
Nuclei_Texture_SumAverage_Mito_5_0,0,0,0,0,0
Nuclei_Texture_SumAverage_RNA_10_0,0,0,0,0,0
Nuclei_Texture_SumAverage_RNA_20_0,1,1,1,1,1
Nuclei_Texture_SumAverage_RNA_5_0,0,0,0,0,0
Nuclei_Texture_SumEntropy_AGP_10_0,0,0,0,0,0
Nuclei_Texture_SumEntropy_AGP_20_0,1,1,0,1,1
Nuclei_Texture_SumEntropy_AGP_5_0,0,0,0,0,0
Nuclei_Texture_SumEntropy_DNA_10_0,1,0,1,0,0
Nuclei_Texture_SumEntropy_DNA_20_0,1,1,1,1,1
Nuclei_Texture_SumEntropy_DNA_5_0,0,1,0,1,1
Nuclei_Texture_SumEntropy_ER_10_0,0,0,0,0,0
Nuclei_Texture_SumEntropy_ER_20_0,0,0,0,0,0
Nuclei_Texture_SumEntropy_ER_5_0,0,0,0,0,0
Nuclei_Texture_SumEntropy_Mito_10_0,0,0,0,0,0
Nuclei_Texture_SumEntropy_Mito_20_0,1,1,0,1,1
Nuclei_Texture_SumEntropy_Mito_5_0,0,0,0,0,0
Nuclei_Texture_SumEntropy_RNA_10_0,1,1,0,0,1
Nuclei_Texture_SumEntropy_RNA_20_0,0,0,0,0,0
Nuclei_Texture_SumEntropy_RNA_5_0,0,0,0,0,0
Nuclei_Texture_SumVariance_AGP_10_0,0,0,0,0,0
Nuclei_Texture_SumVariance_AGP_20_0,0,0,0,0,0
Nuclei_Texture_SumVariance_AGP_5_0,0,0,0,0,0
Nuclei_Texture_SumVariance_DNA_10_0,0,0,0,0,0
Nuclei_Texture_SumVariance_DNA_20_0,0,0,0,0,0
Nuclei_Texture_SumVariance_DNA_5_0,0,0,0,0,0
Nuclei_Texture_SumVariance_ER_10_0,0,0,0,0,0
Nuclei_Texture_SumVariance_ER_20_0,1,1,1,1,1
Nuclei_Texture_SumVariance_ER_5_0,0,0,0,0,0
Nuclei_Texture_SumVariance_Mito_10_0,0,0,0,0,0
Nuclei_Texture_SumVariance_Mito_20_0,1,1,1,1,1
Nuclei_Texture_SumVariance_Mito_5_0,0,0,0,0,0
Nuclei_Texture_SumVariance_RNA_10_0,0,0,0,0,0
Nuclei_Texture_SumVariance_RNA_20_0,1,1,1,1,1
Nuclei_Texture_SumVariance_RNA_5_0,0,0,0,0,0
Nuclei_Texture_Variance_AGP_10_0,0,0,0,0,0
Nuclei_Texture_Variance_AGP_20_0,1,1,1,1,1
Nuclei_Texture_Variance_AGP_5_0,0,0,0,0,0
Nuclei_Texture_Variance_DNA_10_0,0,0,0,0,0
Nuclei_Texture_Variance_DNA_20_0,1,1,1,1,1
Nuclei_Texture_Variance_DNA_5_0,0,0,0,0,0
Nuclei_Texture_Variance_ER_10_0,0,0,0,0,0
Nuclei_Texture_Variance_ER_20_0,0,0,0,0,0
Nuclei_Texture_Variance_ER_5_0,0,0,0,0,0
Nuclei_Texture_Variance_Mito_10_0,0,0,0,0,0
Nuclei_Texture_Variance_Mito_20_0,0,0,0,0,0
Nuclei_Texture_Variance_Mito_5_0,0,0,0,0,0
Nuclei_Texture_Variance_RNA_10_0,1,1,1,1,1
Nuclei_Texture_Variance_RNA_20_0,1,1,0,1,1
Nuclei_Texture_Variance_RNA_5_0,0,0,0,0,0
Image_Count_Cells,0,0,0,0,0
Image_Count_Cytoplasm,0,0,0,0,0
Image_Count_Nuclei,0,0,0,0,0
Image_ExecutionTime_01LoadData,0,0,0,0,0
Image_ExecutionTime_02CorrectIlluminationApply,0,0,0,0,0
Image_ExecutionTime_03MeasureImageQuality,0,0,0,0,0
Image_ExecutionTime_04MeasureImageQuality,0,0,0,0,0
Image_ExecutionTime_06IdentifyPrimaryObjects,0,0,0,0,0
Image_ExecutionTime_07IdentifySecondaryObjects,0,0,0,0,0
Image_ExecutionTime_08IdentifyTertiaryObjects,0,0,0,0,0
Image_ExecutionTime_09MeasureCorrelation,0,0,0,0,0
Image_ExecutionTime_10MeasureGranularity,0,0,0,0,0
Image_ExecutionTime_11MeasureObjectIntensityDistribution,0,0,0,0,0
Image_ExecutionTime_12MeasureObjectIntensity,0,0,0,0,0
Image_ExecutionTime_13MeasureObjectNeighbors,0,0,0,0,0
Image_ExecutionTime_14MeasureObjectNeighbors,0,0,0,0,0
Image_ExecutionTime_15MeasureObjectNeighbors,0,0,0,0,0
Image_ExecutionTime_16MeasureObjectSizeShape,0,0,0,0,0
Image_ExecutionTime_17MeasureTexture,0,0,0,0,0
Image_ExecutionTime_18OverlayOutlines,0,0,0,0,0
Image_ExecutionTime_19OverlayOutlines,0,0,0,0,0
Image_ExecutionTime_20SaveImages,0,0,0,0,0
Image_ExecutionTime_21SaveImages,0,0,0,0,0
Image_FileName_CellOutlines,0,0,0,0,0
Image_FileName_IllumAGP,0,0,0,0,0
Image_FileName_IllumDNA,0,0,0,0,0
Image_FileName_IllumER,0,0,0,0,0
Image_FileName_IllumMito,0,0,0,0,0
Image_FileName_IllumRNA,0,0,0,0,0
Image_FileName_NucleiOutlines,0,0,0,0,0
Image_FileName_OrigAGP,0,0,0,0,0
Image_FileName_OrigDNA,0,0,0,0,0
Image_FileName_OrigER,0,0,0,0,0
Image_FileName_OrigMito,0,0,0,0,0
Image_FileName_OrigRNA,0,0,0,0,0
Image_Granularity_10_AGP,0,0,0,0,0
Image_Granularity_10_DNA,0,0,0,0,0
Image_Granularity_10_ER,0,0,0,0,0
Image_Granularity_10_Mito,0,0,0,0,0
Image_Granularity_10_RNA,0,0,0,0,0
Image_Granularity_11_AGP,0,0,0,0,0
Image_Granularity_11_DNA,0,0,0,0,0
Image_Granularity_11_ER,0,0,0,0,0
Image_Granularity_11_Mito,0,0,0,0,0
Image_Granularity_11_RNA,0,0,0,0,0
Image_Granularity_12_AGP,0,0,0,0,0
Image_Granularity_12_DNA,0,0,0,0,0
Image_Granularity_12_ER,0,0,0,0,0
Image_Granularity_12_Mito,0,0,0,0,0
Image_Granularity_12_RNA,0,0,0,0,0
Image_Granularity_13_AGP,0,0,0,0,0
Image_Granularity_13_DNA,0,0,0,0,0
Image_Granularity_13_ER,0,0,0,0,0
Image_Granularity_13_Mito,0,0,0,0,0
Image_Granularity_13_RNA,0,0,0,0,0
Image_Granularity_14_AGP,0,0,0,0,0
Image_Granularity_14_DNA,0,0,0,0,0
Image_Granularity_14_ER,0,0,0,0,0
Image_Granularity_14_Mito,0,0,0,0,0
Image_Granularity_14_RNA,0,0,0,0,0
Image_Granularity_15_AGP,0,0,0,0,0
Image_Granularity_15_DNA,0,0,0,0,0
Image_Granularity_15_ER,0,0,0,0,0
Image_Granularity_15_Mito,0,0,0,0,0
Image_Granularity_15_RNA,0,0,0,0,0
Image_Granularity_16_AGP,0,0,0,0,0
Image_Granularity_16_DNA,0,0,0,0,0
Image_Granularity_16_ER,0,0,0,0,0
Image_Granularity_16_Mito,0,0,0,0,0
Image_Granularity_16_RNA,0,0,0,0,0
Image_Granularity_1_AGP,0,0,0,0,0
Image_Granularity_1_DNA,0,0,0,0,0
Image_Granularity_1_ER,0,0,0,0,0
Image_Granularity_1_Mito,0,0,0,0,0
Image_Granularity_1_RNA,0,0,0,0,0
Image_Granularity_2_AGP,0,0,0,0,0
Image_Granularity_2_DNA,0,0,0,0,0
Image_Granularity_2_ER,0,0,0,0,0
Image_Granularity_2_Mito,0,0,0,0,0
Image_Granularity_2_RNA,0,0,0,0,0
Image_Granularity_3_AGP,0,0,0,0,0
Image_Granularity_3_DNA,0,0,0,0,0
Image_Granularity_3_ER,0,0,0,0,0
Image_Granularity_3_Mito,0,0,0,0,0
Image_Granularity_3_RNA,0,0,0,0,0
Image_Granularity_4_AGP,0,0,0,0,0
Image_Granularity_4_DNA,0,0,0,0,0
Image_Granularity_4_ER,0,0,0,0,0
Image_Granularity_4_Mito,0,0,0,0,0
Image_Granularity_4_RNA,0,0,0,0,0
Image_Granularity_5_AGP,0,0,0,0,0
Image_Granularity_5_DNA,0,0,0,0,0
Image_Granularity_5_ER,0,0,0,0,0
Image_Granularity_5_Mito,0,0,0,0,0
Image_Granularity_5_RNA,0,0,0,0,0
Image_Granularity_6_AGP,0,0,0,0,0
Image_Granularity_6_DNA,0,0,0,0,0
Image_Granularity_6_ER,0,0,0,0,0
Image_Granularity_6_Mito,0,0,0,0,0
Image_Granularity_6_RNA,0,0,0,0,0
Image_Granularity_7_AGP,0,0,0,0,0
Image_Granularity_7_DNA,0,0,0,0,0
Image_Granularity_7_ER,0,0,0,0,0
Image_Granularity_7_Mito,0,0,0,0,0
Image_Granularity_7_RNA,0,0,0,0,0
Image_Granularity_8_AGP,0,0,0,0,0
Image_Granularity_8_DNA,0,0,0,0,0
Image_Granularity_8_ER,0,0,0,0,0
Image_Granularity_8_Mito,0,0,0,0,0
Image_Granularity_8_RNA,0,0,0,0,0
Image_Granularity_9_AGP,0,0,0,0,0
Image_Granularity_9_DNA,0,0,0,0,0
Image_Granularity_9_ER,0,0,0,0,0
Image_Granularity_9_Mito,0,0,0,0,0
Image_Granularity_9_RNA,0,0,0,0,0
Image_Group_Index,0,0,0,0,0
Image_Group_Number,0,0,0,0,0
Image_Height_IllumAGP,0,0,0,0,0
Image_Height_IllumDNA,0,0,0,0,0
Image_Height_IllumER,0,0,0,0,0
Image_Height_IllumMito,0,0,0,0,0
Image_Height_IllumRNA,0,0,0,0,0
Image_Height_OrigAGP,0,0,0,0,0
Image_Height_OrigDNA,0,0,0,0,0
Image_Height_OrigER,0,0,0,0,0
Image_Height_OrigMito,0,0,0,0,0
Image_Height_OrigRNA,0,0,0,0,0
Image_ImageQuality_Correlation_IllumAGP_10,0,0,0,0,0
Image_ImageQuality_Correlation_IllumAGP_20,0,0,0,0,0
Image_ImageQuality_Correlation_IllumAGP_5,0,0,0,0,0
Image_ImageQuality_Correlation_IllumAGP_50,0,0,0,0,0
Image_ImageQuality_Correlation_IllumDNA_10,0,0,0,0,0
Image_ImageQuality_Correlation_IllumDNA_20,0,0,0,0,0
Image_ImageQuality_Correlation_IllumDNA_5,0,0,0,0,0
Image_ImageQuality_Correlation_IllumDNA_50,0,0,0,0,0
Image_ImageQuality_Correlation_IllumER_10,0,0,0,0,0
Image_ImageQuality_Correlation_IllumER_20,0,0,0,0,0
Image_ImageQuality_Correlation_IllumER_5,0,0,0,0,0
Image_ImageQuality_Correlation_IllumER_50,0,0,0,0,0
Image_ImageQuality_Correlation_IllumMito_10,0,0,0,0,0
Image_ImageQuality_Correlation_IllumMito_20,0,0,0,0,0
Image_ImageQuality_Correlation_IllumMito_5,0,0,0,0,0
Image_ImageQuality_Correlation_IllumMito_50,0,0,0,0,0
Image_ImageQuality_Correlation_IllumRNA_10,0,0,0,0,0
Image_ImageQuality_Correlation_IllumRNA_20,0,0,0,0,0
Image_ImageQuality_Correlation_IllumRNA_5,0,0,0,0,0
Image_ImageQuality_Correlation_IllumRNA_50,0,0,0,0,0
Image_ImageQuality_Correlation_OrigAGP_10,0,0,0,0,0
Image_ImageQuality_Correlation_OrigAGP_20,0,0,0,0,0
Image_ImageQuality_Correlation_OrigAGP_5,0,0,0,0,0
Image_ImageQuality_Correlation_OrigAGP_50,0,0,0,0,0
Image_ImageQuality_Correlation_OrigDNA_10,0,0,0,0,0
Image_ImageQuality_Correlation_OrigDNA_20,0,0,0,0,0
Image_ImageQuality_Correlation_OrigDNA_5,0,0,0,0,0
Image_ImageQuality_Correlation_OrigDNA_50,0,0,0,0,0
Image_ImageQuality_Correlation_OrigER_10,0,0,0,0,0
Image_ImageQuality_Correlation_OrigER_20,0,0,0,0,0
Image_ImageQuality_Correlation_OrigER_5,0,0,0,0,0
Image_ImageQuality_Correlation_OrigER_50,0,0,0,0,0
Image_ImageQuality_Correlation_OrigMito_10,0,0,0,0,0
Image_ImageQuality_Correlation_OrigMito_20,0,0,0,0,0
Image_ImageQuality_Correlation_OrigMito_5,0,0,0,0,0
Image_ImageQuality_Correlation_OrigMito_50,0,0,0,0,0
Image_ImageQuality_Correlation_OrigRNA_10,0,0,0,0,0
Image_ImageQuality_Correlation_OrigRNA_20,0,0,0,0,0
Image_ImageQuality_Correlation_OrigRNA_5,0,0,0,0,0
Image_ImageQuality_Correlation_OrigRNA_50,0,0,0,0,0
Image_ImageQuality_FocusScore_IllumAGP,0,0,0,0,0
Image_ImageQuality_FocusScore_IllumDNA,0,0,0,0,0
Image_ImageQuality_FocusScore_IllumER,0,0,0,0,0
Image_ImageQuality_FocusScore_IllumMito,0,0,0,0,0
Image_ImageQuality_FocusScore_IllumRNA,0,0,0,0,0
Image_ImageQuality_FocusScore_OrigAGP,0,0,0,0,0
Image_ImageQuality_FocusScore_OrigDNA,0,0,0,0,0
Image_ImageQuality_FocusScore_OrigER,0,0,0,0,0
Image_ImageQuality_FocusScore_OrigMito,0,0,0,0,0
Image_ImageQuality_FocusScore_OrigRNA,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumAGP_10,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumAGP_20,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumAGP_5,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumAGP_50,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumDNA_10,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumDNA_20,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumDNA_5,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumDNA_50,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumER_10,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumER_20,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumER_5,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumER_50,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumMito_10,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumMito_20,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumMito_5,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumMito_50,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumRNA_10,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumRNA_20,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumRNA_5,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_IllumRNA_50,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigAGP_10,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigAGP_20,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigAGP_5,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigAGP_50,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigDNA_10,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigDNA_20,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigDNA_5,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigDNA_50,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigER_10,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigER_20,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigER_5,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigER_50,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigMito_10,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigMito_20,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigMito_5,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigMito_50,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigRNA_10,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigRNA_20,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigRNA_5,0,0,0,0,0
Image_ImageQuality_LocalFocusScore_OrigRNA_50,0,0,0,0,0
Image_ImageQuality_MADIntensity_IllumAGP,0,0,0,0,0
Image_ImageQuality_MADIntensity_IllumDNA,0,0,0,0,0
Image_ImageQuality_MADIntensity_IllumER,0,0,0,0,0
Image_ImageQuality_MADIntensity_IllumMito,0,0,0,0,0
Image_ImageQuality_MADIntensity_IllumRNA,0,0,0,0,0
Image_ImageQuality_MADIntensity_OrigAGP,0,0,0,0,0
Image_ImageQuality_MADIntensity_OrigDNA,0,0,0,0,0
Image_ImageQuality_MADIntensity_OrigER,0,0,0,0,0
Image_ImageQuality_MADIntensity_OrigMito,0,0,0,0,0
Image_ImageQuality_MADIntensity_OrigRNA,0,0,0,0,0
Image_ImageQuality_MaxIntensity_IllumAGP,0,0,0,0,0
Image_ImageQuality_MaxIntensity_IllumDNA,0,0,0,0,0
Image_ImageQuality_MaxIntensity_IllumER,0,0,0,0,0
Image_ImageQuality_MaxIntensity_IllumMito,0,0,0,0,0
Image_ImageQuality_MaxIntensity_IllumRNA,0,0,0,0,0
Image_ImageQuality_MaxIntensity_OrigAGP,0,0,0,0,0
Image_ImageQuality_MaxIntensity_OrigDNA,0,0,0,0,0
Image_ImageQuality_MaxIntensity_OrigER,0,0,0,0,0
Image_ImageQuality_MaxIntensity_OrigMito,0,0,0,0,0
Image_ImageQuality_MaxIntensity_OrigRNA,0,0,0,0,0
Image_ImageQuality_MeanIntensity_IllumAGP,0,0,0,0,0
Image_ImageQuality_MeanIntensity_IllumDNA,0,0,0,0,0
Image_ImageQuality_MeanIntensity_IllumER,0,0,0,0,0
Image_ImageQuality_MeanIntensity_IllumMito,0,0,0,0,0
Image_ImageQuality_MeanIntensity_IllumRNA,0,0,0,0,0
Image_ImageQuality_MeanIntensity_OrigAGP,0,0,0,0,0
Image_ImageQuality_MeanIntensity_OrigDNA,0,0,0,0,0
Image_ImageQuality_MeanIntensity_OrigER,0,0,0,0,0
Image_ImageQuality_MeanIntensity_OrigMito,0,0,0,0,0
Image_ImageQuality_MeanIntensity_OrigRNA,0,0,0,0,0
Image_ImageQuality_MedianIntensity_IllumAGP,0,0,0,0,0
Image_ImageQuality_MedianIntensity_IllumDNA,0,0,0,0,0
Image_ImageQuality_MedianIntensity_IllumER,0,0,0,0,0
Image_ImageQuality_MedianIntensity_IllumMito,0,0,0,0,0
Image_ImageQuality_MedianIntensity_IllumRNA,0,0,0,0,0
Image_ImageQuality_MedianIntensity_OrigAGP,0,0,0,0,0
Image_ImageQuality_MedianIntensity_OrigDNA,0,0,0,0,0
Image_ImageQuality_MedianIntensity_OrigER,0,0,0,0,0
Image_ImageQuality_MedianIntensity_OrigMito,0,0,0,0,0
Image_ImageQuality_MedianIntensity_OrigRNA,0,0,0,0,0
Image_ImageQuality_MinIntensity_IllumAGP,0,0,0,0,0
Image_ImageQuality_MinIntensity_IllumDNA,0,0,0,0,0
Image_ImageQuality_MinIntensity_IllumER,0,0,0,0,0
Image_ImageQuality_MinIntensity_IllumMito,0,0,0,0,0
Image_ImageQuality_MinIntensity_IllumRNA,0,0,0,0,0
Image_ImageQuality_MinIntensity_OrigAGP,0,0,0,0,0
Image_ImageQuality_MinIntensity_OrigDNA,0,0,0,0,0
Image_ImageQuality_MinIntensity_OrigER,0,0,0,0,0
Image_ImageQuality_MinIntensity_OrigMito,0,0,0,0,0
Image_ImageQuality_MinIntensity_OrigRNA,0,0,0,0,0
Image_ImageQuality_PercentMaximal_IllumAGP,0,0,0,0,0
Image_ImageQuality_PercentMaximal_IllumDNA,0,0,0,0,0
Image_ImageQuality_PercentMaximal_IllumER,0,0,0,0,0
Image_ImageQuality_PercentMaximal_IllumMito,0,0,0,0,0
Image_ImageQuality_PercentMaximal_IllumRNA,0,0,0,0,0
Image_ImageQuality_PercentMaximal_OrigAGP,0,0,0,0,0
Image_ImageQuality_PercentMaximal_OrigDNA,0,0,0,0,0
Image_ImageQuality_PercentMaximal_OrigER,0,0,0,0,0
Image_ImageQuality_PercentMaximal_OrigMito,0,0,0,0,0
Image_ImageQuality_PercentMaximal_OrigRNA,0,0,0,0,0
Image_ImageQuality_PercentMinimal_IllumAGP,0,0,0,0,0
Image_ImageQuality_PercentMinimal_IllumDNA,0,0,0,0,0
Image_ImageQuality_PercentMinimal_IllumER,0,0,0,0,0
Image_ImageQuality_PercentMinimal_IllumMito,0,0,0,0,0
Image_ImageQuality_PercentMinimal_IllumRNA,0,0,0,0,0
Image_ImageQuality_PercentMinimal_OrigAGP,0,0,0,0,0
Image_ImageQuality_PercentMinimal_OrigDNA,0,0,0,0,0
Image_ImageQuality_PercentMinimal_OrigER,0,0,0,0,0
Image_ImageQuality_PercentMinimal_OrigMito,0,0,0,0,0
Image_ImageQuality_PercentMinimal_OrigRNA,0,0,0,0,0
Image_ImageQuality_PowerLogLogSlope_IllumAGP,0,0,0,0,0
Image_ImageQuality_PowerLogLogSlope_IllumDNA,0,0,0,0,0
Image_ImageQuality_PowerLogLogSlope_IllumER,0,0,0,0,0
Image_ImageQuality_PowerLogLogSlope_IllumMito,0,0,0,0,0
Image_ImageQuality_PowerLogLogSlope_IllumRNA,0,0,0,0,0
Image_ImageQuality_PowerLogLogSlope_OrigAGP,0,0,0,0,0
Image_ImageQuality_PowerLogLogSlope_OrigDNA,0,0,0,0,0
Image_ImageQuality_PowerLogLogSlope_OrigER,0,0,0,0,0
Image_ImageQuality_PowerLogLogSlope_OrigMito,0,0,0,0,0
Image_ImageQuality_PowerLogLogSlope_OrigRNA,0,0,0,0,0
Image_ImageQuality_Scaling_IllumAGP,0,0,0,0,0
Image_ImageQuality_Scaling_IllumDNA,0,0,0,0,0
Image_ImageQuality_Scaling_IllumER,0,0,0,0,0
Image_ImageQuality_Scaling_IllumMito,0,0,0,0,0
Image_ImageQuality_Scaling_IllumRNA,0,0,0,0,0
Image_ImageQuality_Scaling_OrigAGP,0,0,0,0,0
Image_ImageQuality_Scaling_OrigDNA,0,0,0,0,0
Image_ImageQuality_Scaling_OrigER,0,0,0,0,0
Image_ImageQuality_Scaling_OrigMito,0,0,0,0,0
Image_ImageQuality_Scaling_OrigRNA,0,0,0,0,0
Image_ImageQuality_StdIntensity_IllumAGP,0,0,0,0,0
Image_ImageQuality_StdIntensity_IllumDNA,0,0,0,0,0
Image_ImageQuality_StdIntensity_IllumER,0,0,0,0,0
Image_ImageQuality_StdIntensity_IllumMito,0,0,0,0,0
Image_ImageQuality_StdIntensity_IllumRNA,0,0,0,0,0
Image_ImageQuality_StdIntensity_OrigAGP,0,0,0,0,0
Image_ImageQuality_StdIntensity_OrigDNA,0,0,0,0,0
Image_ImageQuality_StdIntensity_OrigER,0,0,0,0,0
Image_ImageQuality_StdIntensity_OrigMito,0,0,0,0,0
Image_ImageQuality_StdIntensity_OrigRNA,0,0,0,0,0
Image_ImageQuality_ThresholdOtsu_OrigDNA_2W,0,0,0,0,0
Image_ImageQuality_ThresholdOtsu_OrigRNA_3FW,0,0,0,0,0
Image_ImageQuality_TotalArea_IllumAGP,0,0,0,0,0
Image_ImageQuality_TotalArea_IllumDNA,0,0,0,0,0
Image_ImageQuality_TotalArea_IllumER,0,0,0,0,0
Image_ImageQuality_TotalArea_IllumMito,0,0,0,0,0
Image_ImageQuality_TotalArea_IllumRNA,0,0,0,0,0
Image_ImageQuality_TotalArea_OrigAGP,0,0,0,0,0
Image_ImageQuality_TotalArea_OrigDNA,0,0,0,0,0
Image_ImageQuality_TotalArea_OrigER,0,0,0,0,0
Image_ImageQuality_TotalArea_OrigMito,0,0,0,0,0
Image_ImageQuality_TotalArea_OrigRNA,0,0,0,0,0
Image_ImageQuality_TotalIntensity_IllumAGP,0,0,0,0,0
Image_ImageQuality_TotalIntensity_IllumDNA,0,0,0,0,0
Image_ImageQuality_TotalIntensity_IllumER,0,0,0,0,0
Image_ImageQuality_TotalIntensity_IllumMito,0,0,0,0,0
Image_ImageQuality_TotalIntensity_IllumRNA,0,0,0,0,0
Image_ImageQuality_TotalIntensity_OrigAGP,0,0,0,0,0
Image_ImageQuality_TotalIntensity_OrigDNA,0,0,0,0,0
